2026-02-01 00:00:07 | WARN | search | Rate limit nearing threshold remaining=17 (env=dev, region=ap-southeast-1, ip=5.167.240.107, request_id=q58cyw4g0u1g404w, trace_id=ga8rz5tl68r0vmzz00duessx, ua="PostmanRuntime/7.36.0")
2026-02-01 04:37:05 | WARN | gateway | Circuit breaker half-open dependency=cdn-edge (env=prod, region=ap-southeast-1, ip=247.95.55.208, request_id=h7dnlg4rgfryzpwk, trace_id=3hooqj4v3edwr4816uvwwjci, ua="curl/8.4.0")
2026-02-01 04:37:16 | WARN | cdn | Disk usage above 80% disk=80% (env=prod, region=us-east-1, ip=88.122.90.69, request_id=mz2i7nf1vkeo85jx, trace_id=i42q586g9tyizx1gqffh3gfy, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:37:19 | WARN | gateway | Disk usage above 80% disk=86% (env=dev, region=us-east-1, ip=199.235.59.206, request_id=z0zw5byvcd1n99a8, trace_id=cxqp20gr52wcj1j5fphrkifk, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:37:22 | WARN | kms | High memory usage warning mem=70% (env=prod, region=ap-southeast-1, ip=6.32.147.247, request_id=f3mtd7fafe091pn9, trace_id=4u0278lshxuai27bvkocg1pc, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:37:29 | WARN | email | Elevated error rate observed window_s=60 rate=12.4% (env=dev, region=me-south-1, ip=236.204.17.210, request_id=fovscs49dk65w9dw, trace_id=3kzbzu23l4c2hfk75tm4ay8g, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:37:31 | WARN | notifications | High memory usage warning mem=72% (env=staging, region=us-east-1, ip=5.181.24.72, request_id=fyf1vb79g61jo3s7, trace_id=23h289t808qsl7o0332n1524, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:37:38 | WARN | frontend | High memory usage warning mem=92% (env=prod, region=ap-southeast-1, ip=139.14.193.57, request_id=txidcbxkel7ejbqk, trace_id=78yujbbrcwqvva6y19tfq7pw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:37:43 | WARN | scheduler | Rate limit nearing threshold remaining=28 (env=prod, region=us-east-1, ip=183.121.126.134, request_id=by89xkf8frccpb4u, trace_id=dkzk52tlvol2li19s0hwqlmp, ua="curl/8.4.0")
2026-02-01 04:37:44 | WARN | billing | Temporary network jitter detected rtt_ms=123 (env=prod, region=ap-southeast-1, ip=28.169.119.227, request_id=4m920s2p4epyc4j9, trace_id=bsuaygeaikr17ovjg877djw4, ua="PostmanRuntime/7.36.0")
2026-02-01 04:37:47 | WARN | payments | Payment provider latency high (1742ms) (env=prod, region=us-east-1, ip=253.14.111.204, request_id=z7luj3yw2kl5ys2c, trace_id=4psq91hwxugf40ziuc7latz2, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:37:53 | WARN | profile | Circuit breaker half-open dependency=kms (env=staging, region=us-east-1, ip=162.111.23.58, request_id=va7r3b0nlo5caqtn, trace_id=syyt7xixdwnqrrsm5mlbpw1d, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:37:59 | WARN | search | Temporary network jitter detected rtt_ms=577 (env=prod, region=eu-west-1, ip=218.125.5.192, request_id=jeg87jzuedb76t94, trace_id=yik3c31gvkxs2nd8po955bi2, ua="curl/8.4.0")
2026-02-01 04:38:05 | WARN | scheduler | Slow response detected (2322ms) endpoint=/login (env=prod, region=us-east-1, ip=55.227.42.12, request_id=fdclu1z151lnggvb, trace_id=vicxs51ylotfwnqaljbs8bbj, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:38:11 | WARN | email | Slow response detected (3278ms) endpoint=/token/refresh (env=prod, region=eu-west-1, ip=131.254.16.109, request_id=t3bowovbimtnqagp, trace_id=k51rkupfpkdvhc7633ze6rr1, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:38:12 | WARN | billing | Temporary network jitter detected rtt_ms=755 (env=staging, region=ap-southeast-1, ip=11.52.54.235, request_id=hqt1icvddjct4ob0, trace_id=wbhtndhwagzz3fedmoooq7d9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:38:14 | WARN | scheduler | Rate limit nearing threshold remaining=22 (env=dev, region=me-south-1, ip=191.93.249.89, request_id=0j1webfrvr86gi4d, trace_id=pojqx0jbhon284bhpqdaq0mn, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:38:21 | WARN | notifications | Queue backlog growing size=5669 (env=prod, region=us-east-1, ip=69.112.24.36, request_id=azttfhdxksslj2jq, trace_id=7woinat9poqyfl05koz3jf85, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:38:22 | WARN | cdn | Retrying request to upstream service attempt=1 (env=prod, region=us-east-1, ip=90.103.78.75, request_id=1f8ge1peygo2fsd1, trace_id=mnrsj2uk7mfukcowkts6ubaa, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:38:23 | WARN | auth | Payment provider latency high (3216ms) (env=prod, region=us-east-1, ip=15.157.70.71, request_id=uzz977c5egk3dz1c, trace_id=vcjyxpibpzfc2oe65kyb9kn2, ua="curl/8.4.0")
2026-02-01 04:38:28 | WARN | payments | Circuit breaker half-open dependency=search-index (env=staging, region=eu-west-1, ip=86.95.169.233, request_id=1j7s8h0w78dhvkbm, trace_id=4y3czq0xd24d82hy8fh4g4o1, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:38:29 | WARN | worker | Elevated error rate observed window_s=300 rate=5.4% (env=dev, region=us-east-1, ip=140.238.94.21, request_id=javxmm2hmsfq3q41, trace_id=iyka7ki3sa8msosycgkj02mv, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:38:30 | WARN | analytics | Payment provider latency high (2434ms) (env=prod, region=us-east-1, ip=185.128.84.108, request_id=1zsqd7ghmqte4uch, trace_id=qvhe8x4z33faw3v6pdf0i18e, ua="curl/8.4.0")
2026-02-01 04:38:32 | WARN | cdn | Disk usage above 80% disk=90% (env=prod, region=eu-west-1, ip=212.143.180.70, request_id=h7ib6i1yqma2hk4g, trace_id=873kdy367arr8tl1zul2vujl, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:38:38 | WARN | inventory | High memory usage warning mem=95% (env=staging, region=us-east-1, ip=122.17.139.60, request_id=wzt2yxca2xa7i6y0, trace_id=p86rxhzg2mmspscm19oav6ix, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:38:55 | WARN | worker | Slow response detected (699ms) endpoint=/search?q=headphones (env=prod, region=me-south-1, ip=184.117.68.29, request_id=yhxv1gpn6chv4u32, trace_id=ru1tpnfpdfwylm3jlmd7ldx5, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:38:57 | WARN | worker | Rate limit nearing threshold remaining=19 (env=prod, region=us-east-1, ip=31.2.189.107, request_id=9wvvxxzx7x6wqzs7, trace_id=jhqbr1vp53ixkxvyeq6tw2qe, ua="curl/8.4.0")
2026-02-01 04:39:00 | WARN | frontend | Disk usage above 80% disk=92% (env=prod, region=ap-southeast-1, ip=104.186.170.87, request_id=sl8zpqypsqqf2kjc, trace_id=ymakl40dxidnwcrpl8n7nkjx, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:39:06 | WARN | auth | Temporary network jitter detected rtt_ms=136 (env=prod, region=me-south-1, ip=147.100.231.189, request_id=xthryldk922i291j, trace_id=6ega7nmwify38yngtelez5lm, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:39:08 | WARN | worker | Elevated error rate observed window_s=120 rate=8.4% (env=prod, region=eu-west-1, ip=179.156.223.118, request_id=kdx0ybi3yisfot2y, trace_id=4ni4oxggk3md0r09iuiv1xqw, ua="PostmanRuntime/7.36.0")
2026-02-01 04:39:12 | WARN | worker | Payment provider latency high (3039ms) (env=prod, region=us-east-1, ip=214.135.23.223, request_id=qk3a366gp8v9oxyt, trace_id=52h5n7c0evid59c8jzpq7xg9, ua="PostmanRuntime/7.36.0")
2026-02-01 04:39:17 | WARN | cdn | Retrying request to upstream service attempt=5 (env=prod, region=ap-southeast-1, ip=142.177.120.239, request_id=y4ne5f5g7xgoiccb, trace_id=vhib8n0fnxwkt10czw698hv0, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:39:29 | WARN | analytics | Payment provider latency high (197ms) (env=prod, region=ap-southeast-1, ip=33.45.165.223, request_id=94jq861w8iu23l4v, trace_id=oqmbaqsjpul2jvrazbkz9hie, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:39:30 | WARN | orders | Retrying request to upstream service attempt=3 (env=prod, region=ap-southeast-1, ip=157.194.99.229, request_id=j2emijeq2tqmvsod, trace_id=si9w6mv3ilpj0p1ze21d9b2s, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:39:38 | WARN | billing | Slow response detected (2767ms) endpoint=/login (env=prod, region=ap-southeast-1, ip=11.55.2.219, request_id=u5rz83l9cukdp1mq, trace_id=eebljaiagnskiyewrp0q81aq, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:39:39 | WARN | worker | Queue backlog growing size=860 (env=prod, region=us-east-1, ip=24.28.237.3, request_id=m9mr1ngzvwiugm4z, trace_id=s456u39f0uhq0azuf1wwjp9x, ua="curl/8.4.0")
2026-02-01 04:39:45 | WARN | worker | Retrying request to upstream service attempt=3 (env=prod, region=us-east-1, ip=95.82.250.55, request_id=ylvoyujzs31gmkyt, trace_id=dofuuoxbh2jyrmpadfcs09v3, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:39:52 | WARN | email | High memory usage warning mem=96% (env=prod, region=us-east-1, ip=94.29.60.32, request_id=hsz9u5m2q0a9m2vz, trace_id=rl1omz1mktmo5td9dplfljpb, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:39:58 | WARN | scheduler | High memory usage warning mem=66% (env=prod, region=eu-west-1, ip=229.162.20.14, request_id=e6kw3rz5ps4nxdee, trace_id=k0rzor7czuh4i9e02iylrxuu, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:40:02 | WARN | inventory | Circuit breaker half-open dependency=stripe (env=prod, region=me-south-1, ip=50.40.107.237, request_id=qlsvow9f6m3y6ilt, trace_id=16a6z44hpa7o1383xfugh23r, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:40:20 | WARN | auth | Rate limit nearing threshold remaining=10 (env=prod, region=ap-southeast-1, ip=134.107.195.11, request_id=v8yby4ugvv98r7uv, trace_id=dgwl9sj63osgxreufrv6xydq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:40:34 | WARN | db | Rate limit nearing threshold remaining=41 (env=prod, region=ap-southeast-1, ip=74.220.198.95, request_id=75nbujcdgn80nh8y, trace_id=z2v0jw2927vbu0gfchxj8l3t, ua="curl/8.4.0")
2026-02-01 04:40:40 | WARN | scheduler | Circuit breaker half-open dependency=postgres (env=prod, region=ap-southeast-1, ip=132.208.45.110, request_id=nzuf7j9icem6xjnc, trace_id=lp1dbhkofjlra6r1z9zkyycq, ua="curl/8.4.0")
2026-02-01 04:40:49 | WARN | orders | Retrying request to upstream service attempt=4 (env=staging, region=me-south-1, ip=195.131.65.75, request_id=0x8vd187142w0m97, trace_id=sct7hs7xpu9wat1wwyqhbdvw, ua="PostmanRuntime/7.36.0")
2026-02-01 04:41:13 | WARN | worker | Temporary network jitter detected rtt_ms=531 (env=prod, region=eu-west-1, ip=25.68.88.75, request_id=3s8ithzjzihuydji, trace_id=7i9phs0j9p2tl6nofzt6y7iw, ua="curl/8.4.0")
2026-02-01 04:41:15 | WARN | storage | Rate limit nearing threshold remaining=49 (env=prod, region=eu-west-1, ip=249.43.208.206, request_id=7xeetas8fboel17c, trace_id=u0gj0tbbkujxryphwsue4pco, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:41:16 | WARN | inventory | Queue backlog growing size=4705 (env=prod, region=ap-southeast-1, ip=139.231.185.7, request_id=cqljch31gx9wi4ma, trace_id=2qt12faqaijjyzgwjouzprx1, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:41:17 | WARN | kms | Slow response detected (254ms) endpoint=/users/3884/profile (env=dev, region=us-east-1, ip=187.35.25.105, request_id=f4jjwupmqhohlrd0, trace_id=w2718i2p3nawqln5nogpucb3, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:41:18 | WARN | cache | Slow response detected (952ms) endpoint=/logout (env=dev, region=eu-west-1, ip=138.209.129.61, request_id=shaaqyuj0n7rfo5g, trace_id=dh4dbsqcgb9g9h0wpxkuqy8h, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:41:22 | WARN | scheduler | Temporary network jitter detected rtt_ms=157 (env=staging, region=eu-west-1, ip=251.144.158.180, request_id=w8kdz98eahtiy6yk, trace_id=kekr9h86fh5p93xt5gh93zt7, ua="PostmanRuntime/7.36.0")
2026-02-01 04:41:37 | WARN | frontend | Elevated error rate observed window_s=300 rate=13.9% (env=prod, region=me-south-1, ip=28.138.155.170, request_id=emg0dm01kc5u4nzj, trace_id=cxseofoov6f468tkhgx1cc50, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:41:43 | WARN | cache | Elevated error rate observed window_s=120 rate=9.6% (env=prod, region=eu-west-1, ip=86.97.165.44, request_id=smldj56vqgbeei0p, trace_id=y4503x4ar5h4sfl72pokd90e, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:41:44 | WARN | inventory | Payment provider latency high (1860ms) (env=staging, region=us-east-1, ip=146.6.17.219, request_id=04gyx3yqqa84x4tu, trace_id=5mzm2wilwep6lvwsz68g0th5, ua="curl/8.4.0")
2026-02-01 04:41:49 | WARN | profile | Temporary network jitter detected rtt_ms=338 (env=prod, region=me-south-1, ip=7.211.149.136, request_id=45htg3wu75sodhhw, trace_id=syoblw94nmaug1hy3z87z6c0, ua="curl/8.4.0")
2026-02-01 04:41:53 | WARN | billing | Disk usage above 80% disk=86% (env=prod, region=us-east-1, ip=212.95.135.234, request_id=u0rxes64riqdn743, trace_id=puu14nvg3m27v71gkp3tgrhq, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:42:08 | WARN | storage | Payment provider latency high (307ms) (env=staging, region=ap-southeast-1, ip=64.158.55.156, request_id=4xjqtpqyu25nudgw, trace_id=ur4u14w73slsk69r378ndhpu, ua="curl/8.4.0")
2026-02-01 04:42:16 | WARN | frontend | Circuit breaker half-open dependency=search-index (env=dev, region=eu-west-1, ip=146.157.252.31, request_id=6ke1gdh4gqzzal9j, trace_id=vk46nzwoa3e1bomx6tivyw4v, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:42:19 | WARN | cache | Temporary network jitter detected rtt_ms=581 (env=prod, region=us-east-1, ip=65.235.137.240, request_id=boji5lsyp1wtfiel, trace_id=56ammwe2z3udcr1jagu8pj1w, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:42:22 | WARN | inventory | Rate limit nearing threshold remaining=48 (env=dev, region=ap-southeast-1, ip=22.198.56.200, request_id=l6s6xm17sldufue1, trace_id=eb6t1vmqxdiov18voweovy3s, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:42:29 | WARN | auth | Payment provider latency high (3337ms) (env=prod, region=ap-southeast-1, ip=137.69.39.24, request_id=ity7rc7jqbfdjwuv, trace_id=s2jlrxp6tl4s4ebdohdtjwqz, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:42:30 | WARN | scheduler | Retrying request to upstream service attempt=4 (env=prod, region=me-south-1, ip=227.122.105.235, request_id=1v3v0qu6yr929fa6, trace_id=ncfg89it1vbrv1qfuesohs5n, ua="PostmanRuntime/7.36.0")
2026-02-01 04:42:34 | WARN | auth | Rate limit nearing threshold remaining=45 (env=prod, region=us-east-1, ip=148.241.218.239, request_id=op34iydqul35xqph, trace_id=1g1pk1utuumvpjksydo3xs3m, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:42:39 | WARN | analytics | Retrying request to upstream service attempt=1 (env=prod, region=eu-west-1, ip=175.187.241.39, request_id=f1yfdfppzj5ackb5, trace_id=ox2ch3z4x1wntus5y4f361by, ua="curl/8.4.0")
2026-02-01 04:42:47 | WARN | scheduler | Retrying request to upstream service attempt=2 (env=prod, region=eu-west-1, ip=124.248.54.37, request_id=odx6r5aiovgrchv4, trace_id=oxonh9drsoszd2hg6vf0h0hu, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:42:49 | WARN | worker | Temporary network jitter detected rtt_ms=661 (env=prod, region=me-south-1, ip=118.210.254.215, request_id=oc3f744m4kusksc3, trace_id=0ikwhxve7n1quz9gq8sdew7j, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:43:04 | WARN | profile | High memory usage warning mem=78% (env=prod, region=eu-west-1, ip=105.67.180.233, request_id=twkuqxynhwd86ra7, trace_id=4m6lo9v8awcd1udlegi0ghrk, ua="PostmanRuntime/7.36.0")
2026-02-01 04:43:05 | WARN | worker | Circuit breaker half-open dependency=s3 (env=prod, region=us-east-1, ip=94.89.174.108, request_id=5bk3he350koli5mx, trace_id=ubwzw0k1rl0z5404ncb8pqbc, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:43:09 | WARN | analytics | Elevated error rate observed window_s=300 rate=2.6% (env=prod, region=us-east-1, ip=68.137.249.133, request_id=ka2wese2lkrqj9ap, trace_id=5eeqagu3guwurrgo2yejms3z, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:43:12 | WARN | db | Queue backlog growing size=8378 (env=prod, region=eu-west-1, ip=50.25.38.217, request_id=6i1vic3r8uxdnmzy, trace_id=mdug7k09h8hiw0zep8qn5wlc, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:43:17 | WARN | worker | Retrying request to upstream service attempt=2 (env=prod, region=us-east-1, ip=65.52.84.235, request_id=71xp49cugcdrlh2e, trace_id=ueou29sz91fyx4jwa7bejxjw, ua="curl/8.4.0")
2026-02-01 04:43:23 | WARN | search | High memory usage warning mem=73% (env=prod, region=ap-southeast-1, ip=158.71.150.63, request_id=8r37gqwkjhh7keyo, trace_id=hcvl88c11q3nkduc2v1j40pf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:43:26 | WARN | cache | Rate limit nearing threshold remaining=8 (env=staging, region=me-south-1, ip=145.160.218.33, request_id=bbv45e8x8lxsamcl, trace_id=pi89vxltl5yc1boqy1zysehv, ua="PostmanRuntime/7.36.0")
2026-02-01 04:43:29 | WARN | billing | Temporary network jitter detected rtt_ms=779 (env=prod, region=eu-west-1, ip=189.92.50.212, request_id=mn8pbceflkb04ndn, trace_id=w1t9emxmngbuawzdrkyobdg6, ua="curl/8.4.0")
2026-02-01 04:43:31 | WARN | frontend | Temporary network jitter detected rtt_ms=524 (env=staging, region=us-east-1, ip=107.116.107.81, request_id=ivcictfgvqx65nx9, trace_id=s782z03orhcg1sl0nfu04f7h, ua="PostmanRuntime/7.36.0")
2026-02-01 04:43:34 | WARN | inventory | Slow response detected (1076ms) endpoint=/logout (env=prod, region=eu-west-1, ip=203.111.73.139, request_id=931bj85efb4h9ar6, trace_id=yu7jd3184wqnu45z4543basf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:43:39 | WARN | billing | High memory usage warning mem=70% (env=prod, region=us-east-1, ip=66.125.103.102, request_id=y86yq6jcsp55v9h6, trace_id=stz9m5n1mt3vu2nhxihl7yax, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:43:44 | WARN | orders | Rate limit nearing threshold remaining=5 (env=prod, region=ap-southeast-1, ip=19.34.23.243, request_id=lp8ywardgo89wcio, trace_id=cdwdg4yg033ofmwsdnwop8fb, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:43:49 | WARN | storage | Payment provider latency high (2120ms) (env=staging, region=me-south-1, ip=194.195.208.37, request_id=kfiwv3idtfsaj454, trace_id=g9eywcbdu8scy460uhpirz2w, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:43:53 | WARN | scheduler | Payment provider latency high (545ms) (env=prod, region=ap-southeast-1, ip=90.78.215.201, request_id=762tmgg63ykpzuyv, trace_id=9354yha8elc5xjsy6s0bdg2j, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:44:00 | WARN | kms | Payment provider latency high (2541ms) (env=staging, region=me-south-1, ip=179.4.59.73, request_id=s6vl7uhaglgt67o5, trace_id=t4q874djtbboqu1tq0ubgo4x, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:44:08 | WARN | kms | Elevated error rate observed window_s=60 rate=11.6% (env=prod, region=us-east-1, ip=169.229.163.87, request_id=wo9rbpvov0tazcu2, trace_id=xc0uzv53u0exjqe5mzzyouz7, ua="curl/8.4.0")
2026-02-01 04:44:09 | WARN | cdn | Circuit breaker half-open dependency=stripe (env=prod, region=eu-west-1, ip=158.73.154.140, request_id=ca5gmuocegq0bya8, trace_id=r5fjjo3ex58204aji7jetkfs, ua="PostmanRuntime/7.36.0")
2026-02-01 04:44:13 | WARN | worker | Temporary network jitter detected rtt_ms=754 (env=dev, region=eu-west-1, ip=112.47.153.148, request_id=kfhsczktrk3d53en, trace_id=nmcyxdsovwd1cihmxzhnfzln, ua="curl/8.4.0")
2026-02-01 04:44:14 | WARN | notifications | Retrying request to upstream service attempt=3 (env=prod, region=eu-west-1, ip=89.146.171.111, request_id=0w97lusabe4521gt, trace_id=i73517ko8fnd5wv7gexp38sx, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:44:17 | WARN | inventory | Payment provider latency high (384ms) (env=staging, region=eu-west-1, ip=56.156.139.194, request_id=q6a2m5keh5o39l0k, trace_id=r9uhlhzz1ohp8oizjs5m8tk4, ua="PostmanRuntime/7.36.0")
2026-02-01 04:44:19 | WARN | analytics | Circuit breaker half-open dependency=redis (env=prod, region=us-east-1, ip=80.250.7.161, request_id=i9e4up47iysbvoit, trace_id=z02vr5isa3b90uchgpwn6yaz, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:44:23 | WARN | payments | Temporary network jitter detected rtt_ms=633 (env=prod, region=us-east-1, ip=211.218.118.182, request_id=pgwk3ynbew7eo0xj, trace_id=zg3ibrbrpyfzm4g2kc9n1ttr, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:44:24 | WARN | profile | Queue backlog growing size=6922 (env=dev, region=me-south-1, ip=131.97.38.45, request_id=7mgar1dx5atd7w53, trace_id=ot5bg0typvb4e9gvm9eol3j8, ua="curl/8.4.0")
2026-02-01 04:44:25 | WARN | notifications | Disk usage above 80% disk=89% (env=prod, region=eu-west-1, ip=115.10.165.244, request_id=45c8p1oz54llx66d, trace_id=zcmvw3k0jqqjwe0o7lv67imw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:44:29 | WARN | storage | Payment provider latency high (2895ms) (env=staging, region=eu-west-1, ip=133.128.55.236, request_id=fexqridkfr89at6m, trace_id=c99yuodp2hrjivb8s4gwqm45, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:44:32 | WARN | worker | High memory usage warning mem=61% (env=staging, region=me-south-1, ip=102.245.213.178, request_id=c5infu9mg0g9iqh9, trace_id=1u877zowwp0mfudzfko81eqe, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:44:39 | WARN | email | High memory usage warning mem=65% (env=prod, region=eu-west-1, ip=153.48.138.104, request_id=mc54wqes68ucdzto, trace_id=aso6ch5rdv092pb810r9carg, ua="PostmanRuntime/7.36.0")
2026-02-01 04:44:44 | WARN | worker | Slow response detected (3140ms) endpoint=/admin/config (env=prod, region=ap-southeast-1, ip=142.38.80.26, request_id=vrqghx3bkrdwp91i, trace_id=cw2crxl3oia1ysns49i64i8x, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:44:50 | WARN | db | Retrying request to upstream service attempt=3 (env=prod, region=me-south-1, ip=228.92.84.154, request_id=00cs1a450r2fkcfy, trace_id=sm3voaxjqb5m29u3fys910oi, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:44:52 | WARN | auth | Rate limit nearing threshold remaining=36 (env=staging, region=me-south-1, ip=211.52.41.143, request_id=vporeqa0bpkzs1pi, trace_id=l6ixs0hgkrmca04vuxgkyws3, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:44:57 | WARN | payments | Rate limit nearing threshold remaining=18 (env=prod, region=ap-southeast-1, ip=26.28.97.209, request_id=md63dj54qjbz2sbi, trace_id=5r1k2gni7facqgnr6wk4zqnm, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:45:01 | WARN | cdn | Disk usage above 80% disk=84% (env=prod, region=ap-southeast-1, ip=72.87.100.131, request_id=qc44d6q9ysuu5vu5, trace_id=d0yyn2msgsc9hp49e6tsjm83, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:45:02 | WARN | cache | Rate limit nearing threshold remaining=48 (env=dev, region=ap-southeast-1, ip=116.202.170.16, request_id=se81hbugqxv8aw1j, trace_id=aw5ledql7idvjzjpp9m7xdyu, ua="curl/8.4.0")
2026-02-01 04:45:05 | WARN | cdn | Slow response detected (2840ms) endpoint=/files/3905 (env=staging, region=us-east-1, ip=31.2.160.155, request_id=37yh28h1vqs00rwb, trace_id=i37iyvfsi82sc0ldb9396q4w, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:45:09 | WARN | scheduler | Queue backlog growing size=8045 (env=prod, region=ap-southeast-1, ip=231.132.177.227, request_id=zhttockvy4yf5vlg, trace_id=3iillumiclasji67u73a2rwd, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:45:10 | WARN | inventory | Queue backlog growing size=6158 (env=dev, region=me-south-1, ip=244.3.240.204, request_id=ixbjs6trkd5wh7ed, trace_id=ej3r88tk78l7s05l2h8t3rrn, ua="PostmanRuntime/7.36.0")
2026-02-01 04:45:11 | WARN | email | Rate limit nearing threshold remaining=44 (env=dev, region=ap-southeast-1, ip=132.192.210.189, request_id=uxbp4im4ix8ib1fw, trace_id=j3e9fq7ae93wae6ki4cwz1z4, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
