2026-02-01 00:00:31 | ERROR | db | Service dependency not responding dependency=redis (env=prod, region=ap-southeast-1, ip=144.47.20.179, request_id=tvmyjsy2wlde7498, trace_id=uzq76ecnajo7un2vwr082o3b, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:03:32 | INFO | db | Batch processed records=4990 duration_ms=35 (env=prod, region=us-east-1, ip=88.40.125.218, request_id=ig5fh8fjoj2ka4b1, trace_id=9aujdg2obvb2skpe0iz19gu9, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:04:18 | INFO | db | Job completed successfully: job=daily-report duration_ms=604 (env=staging, region=eu-west-1, ip=113.70.22.11, request_id=ifunxxt71zim569i, trace_id=x7gfb258eberxlpoc7oaulca, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:04:47 | INFO | db | Metrics pushed cpu=16% mem=20% (env=prod, region=us-east-1, ip=226.84.244.131, request_id=7xhti2o9iafrj8e3, trace_id=45f4x8t6kqiyklp0ko478cd3, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:05:16 | INFO | db | Metrics pushed cpu=20% mem=11% (env=prod, region=ap-southeast-1, ip=95.128.47.226, request_id=8b107awynemht670, trace_id=nld3pn3ky3419hhlql5ar6ru, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:05:18 | INFO | db | User login success user_id=6922 (env=staging, region=ap-southeast-1, ip=222.229.64.50, request_id=87n2dsfu1ep4uagm, trace_id=5hc44a06o9m0ku6epw6s4fx2, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:05:30 | INFO | db | DELETE /logout 200 (422ms) (env=prod, region=me-south-1, ip=42.57.131.80, request_id=ww3b4ysjx9blg4ea, trace_id=4r0sf92h6r6pfhj9jrdww9xt, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:05:37 | INFO | db | POST /users/6571/profile 204 (368ms) (env=prod, region=me-south-1, ip=7.201.53.118, request_id=9cvj8ctqjchp43i4, trace_id=iapzvepvpigh6h27oz7woiem, ua="PostmanRuntime/7.36.0")
2026-02-01 04:06:32 | INFO | db | User logout success user_id=5677 (env=prod, region=eu-west-1, ip=221.202.94.150, request_id=0xzl776xhfiesrsf, trace_id=2qwm9q9rrkf38dkc9xcitl6y, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:06:33 | INFO | db | Config loaded version=1.17.43 (env=prod, region=me-south-1, ip=211.131.171.118, request_id=yf3eus3cx9g8jr0h, trace_id=pe5vgy8zdrsi5sjk7t2tvalq, ua="curl/8.4.0")
2026-02-01 04:06:48 | INFO | db | Cache hit key=inv:SKU58281 ttl_s=1654 (env=prod, region=ap-southeast-1, ip=77.18.14.243, request_id=cp05yqmxv7bmd1d3, trace_id=7qrxyghkm46zi9nbx06et4l1, ua="PostmanRuntime/7.36.0")
2026-02-01 04:07:34 | WARN | db | Slow response detected (2525ms) endpoint=/payments/charge (env=prod, region=us-east-1, ip=126.172.58.49, request_id=hzxmkpsz9913jo56, trace_id=zfeqiszutb31ncqwnvh5yw4g, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:07:39 | WARN | db | Retrying request to upstream service attempt=3 (env=prod, region=me-south-1, ip=16.36.35.144, request_id=ubofg9fv84ir9ad4, trace_id=rkgmqolzy45sbrbcbs2g37uw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:07:56 | WARN | db | Temporary network jitter detected rtt_ms=773 (env=staging, region=me-south-1, ip=186.207.7.119, request_id=g316sucsvroimusk, trace_id=7los2duumc8z15e4nuijuy0r, ua="PostmanRuntime/7.36.0")
2026-02-01 04:08:06 | WARN | db | Queue backlog growing size=5192 (env=prod, region=ap-southeast-1, ip=5.218.124.158, request_id=55arx6jxghxdqrsc, trace_id=i9z784rl7cm6c36nouyrvdct, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:08:23 | INFO | db | File uploaded id=file_sastzvyxw1 bytes=9680520 (env=prod, region=us-east-1, ip=87.139.58.163, request_id=ew9gje35pktk4eui, trace_id=w3pyahjd0sctetsfprpt0mlt, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:08:27 | INFO | db | Cache hit key=cart:2344 ttl_s=3577 (env=prod, region=ap-southeast-1, ip=48.167.197.251, request_id=o4chaa6j7qoy7sd6, trace_id=s1u73i0glqcjudjh8gzvzl46, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:08:38 | INFO | db | Batch processed records=1845 duration_ms=330 (env=prod, region=us-east-1, ip=98.71.187.239, request_id=sfb2yk21dj7lwosf, trace_id=5tgrq26pjqn3jox245iwpgv9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:09:35 | INFO | db | User logout success user_id=4722 (env=prod, region=us-east-1, ip=118.117.100.163, request_id=p9xg878v546b2d5u, trace_id=8cf7eenapklodr7m13iyae0l, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:09:47 | INFO | db | Cache hit key=rate:69.211.170.226 ttl_s=1302 (env=prod, region=eu-west-1, ip=69.211.170.226, request_id=ro1f7rqb5qlirtx7, trace_id=h53qvdx8rb5m4y87h7f5j551, ua="PostmanRuntime/7.36.0")
2026-02-01 04:09:55 | WARN | db | Queue backlog growing size=6127 (env=prod, region=ap-southeast-1, ip=250.223.27.245, request_id=vn5vocws6fj1n7ea, trace_id=zvafn7a1jcvwkcizr9s8uv5l, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:09:56 | INFO | db | Cache hit key=rate:43.203.234.73 ttl_s=428 (env=staging, region=ap-southeast-1, ip=43.203.234.73, request_id=vugr8nhis26qweqn, trace_id=wbya2143wh1nenlo3n2oabts, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:10:02 | INFO | db | User login success user_id=9778 (env=prod, region=me-south-1, ip=170.51.70.54, request_id=g5l4dhnga6lf22a7, trace_id=z3fdsia0rqi5o08he90l9v6s, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:10:05 | INFO | db | Metrics pushed cpu=83% mem=60% (env=prod, region=ap-southeast-1, ip=68.240.100.169, request_id=f9n8rhrsc3qin6k5, trace_id=xaqrmz0wba5rtb5muc2r7lhc, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:10:39 | INFO | db | Job completed successfully: job=send-digests duration_ms=822 (env=prod, region=us-east-1, ip=218.63.171.116, request_id=0izgau56fydfeyoo, trace_id=g0eetgb1c7ega081vccoxb9x, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:10:44 | INFO | db | Config loaded version=2.6.24 (env=prod, region=us-east-1, ip=133.133.42.5, request_id=z24mtabcyxkmbd4c, trace_id=8mrwrgsr70l1jkq38pi5twf5, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:10:53 | INFO | db | POST /inventory/SKU49994 409 (3296ms) (env=prod, region=us-east-1, ip=59.74.196.151, request_id=adondr7ysxi0mi5j, trace_id=mbwh27o9mxuj6864egtani8k, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:10:57 | INFO | db | Batch processed records=2333 duration_ms=1323 (env=dev, region=eu-west-1, ip=132.248.200.18, request_id=sopm76luym1tm5l2, trace_id=8zhadgxd8bsnf3iyahmw2rlg, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:11:10 | INFO | db | Config loaded version=1.17.5 (env=prod, region=me-south-1, ip=252.153.153.64, request_id=mgis65uog5j87f0s, trace_id=ui87nhg0s1tqn5ylk7xi67o9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:11:15 | INFO | db | Cache hit key=sess:5823 ttl_s=127 (env=staging, region=me-south-1, ip=192.162.188.91, request_id=cns7mrca0k6842ox, trace_id=cuskqcxpeljvln3j2xmp8lap, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:11:53 | INFO | db | DELETE /search?q=laptop 403 (2141ms) (env=dev, region=me-south-1, ip=162.147.151.20, request_id=mx6c1v1g9u0fq5uy, trace_id=hp9puvgxgnhkxb30bv25vxpc, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:12:11 | INFO | db | Config loaded version=3.5.14 (env=staging, region=me-south-1, ip=191.204.160.12, request_id=82u27wfyl6b1bhav, trace_id=4puymyeqk6pckka6nsjmlgqz, ua="PostmanRuntime/7.36.0")
2026-02-01 04:12:13 | INFO | db | Job completed successfully: job=send-digests duration_ms=2990 (env=prod, region=eu-west-1, ip=86.234.42.78, request_id=pqz63n7qg9tjdg3d, trace_id=vi07z00rxsa4wblos4vup0ui, ua="curl/8.4.0")
2026-02-01 04:12:22 | WARN | db | Payment provider latency high (2737ms) (env=prod, region=me-south-1, ip=174.244.98.37, request_id=5d70gqo4jc5sd7yn, trace_id=60pzg5w8rbbkn68p9lce6xhq, ua="curl/8.4.0")
2026-02-01 04:12:26 | INFO | db | Cache hit key=cart:6347 ttl_s=734 (env=prod, region=eu-west-1, ip=212.246.113.148, request_id=a4etp915lesuohl2, trace_id=u2z74fksglhjxqtc5qiz4z04, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:13:14 | INFO | db | User logout success user_id=2757 (env=prod, region=eu-west-1, ip=60.248.192.59, request_id=g1bs85x6gah52bb2, trace_id=gkr138qd7pcwzvs3bvhui6va, ua="curl/8.4.0")
2026-02-01 04:13:15 | INFO | db | Batch processed records=3108 duration_ms=3476 (env=prod, region=ap-southeast-1, ip=158.37.168.252, request_id=sp9bubmkumq39mkd, trace_id=sjrhdmjhf9d9zl1mdnaf81bj, ua="curl/8.4.0")
2026-02-01 04:13:35 | INFO | db | User login success user_id=7411 (env=prod, region=me-south-1, ip=178.47.141.123, request_id=3p2vq34k2y3yljgu, trace_id=9vl2ga2ev4btlmcprnctfh6x, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:13:39 | INFO | db | User login success user_id=9982 (env=prod, region=me-south-1, ip=136.150.253.216, request_id=j6fo68rspmroun53, trace_id=h6nvjdzkgm5a4rv1cf3hyowd, ua="curl/8.4.0")
2026-02-01 04:14:01 | INFO | db | Cache miss key=sess:3977 (env=prod, region=ap-southeast-1, ip=65.99.49.13, request_id=nk6izuys2tzrh74v, trace_id=msqeqq7kjt0qhdjotq25hsym, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:14:06 | INFO | db | User login success user_id=3289 (env=prod, region=ap-southeast-1, ip=50.219.137.46, request_id=ob8dzalxw3fqhlsl, trace_id=wo5sz3wjvdpf9j1ce8un0lp4, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:14:41 | INFO | db | User logout success user_id=2403 (env=staging, region=ap-southeast-1, ip=231.204.45.191, request_id=yom3vaj5b7jffrfj, trace_id=ryjsqqeu21j4d0izsuezre4r, ua="PostmanRuntime/7.36.0")
2026-02-01 04:15:06 | INFO | db | Cache hit key=cart:1868 ttl_s=2544 (env=prod, region=eu-west-1, ip=174.33.146.135, request_id=g2iuyd9bzm1w86op, trace_id=adgsajigj7685orwkc2a3576, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:15:16 | INFO | db | Metrics pushed cpu=9% mem=49% (env=prod, region=me-south-1, ip=42.155.166.125, request_id=8g4qqbanqjhxb8y7, trace_id=1x6fc54pkjrr09tp3teqwn4i, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:15:26 | INFO | db | User login success user_id=1091 (env=prod, region=us-east-1, ip=93.242.161.114, request_id=fvnizifbs3kryyob, trace_id=pj33rpsndgxxwzr4deasrzop, ua="PostmanRuntime/7.36.0")
2026-02-01 04:15:37 | INFO | db | Cache miss key=sess:3441 (env=prod, region=ap-southeast-1, ip=99.49.166.64, request_id=yqufkx0urlvnxsed, trace_id=fwslauvf4x3ml92kid7lme9w, ua="curl/8.4.0")
2026-02-01 04:15:40 | INFO | db | Cache hit key=sess:6558 ttl_s=1585 (env=prod, region=eu-west-1, ip=233.42.244.8, request_id=8l9o1x0lr5zmhi2a, trace_id=dic7ggk2gntboiumhiojrvhw, ua="PostmanRuntime/7.36.0")
2026-02-01 04:16:17 | INFO | db | Config loaded version=5.20.16 (env=prod, region=us-east-1, ip=243.72.171.160, request_id=pnmn4ttjn71upgzx, trace_id=4dxc9xt84ez3ehsfwmfymba2, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:16:22 | INFO | db | User login success user_id=8550 (env=prod, region=us-east-1, ip=241.213.228.219, request_id=onx558vz8scv9v9w, trace_id=y10j28j7q101dv49jc3vw64e, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:18:12 | INFO | db | Config loaded version=1.19.18 (env=prod, region=us-east-1, ip=99.19.175.127, request_id=bopyw21tejcv1t26, trace_id=eyse0j4zlngx5tv8i9pjfxa0, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:18:20 | INFO | db | File uploaded id=file_siwlx8jh2o bytes=9531323 (env=prod, region=us-east-1, ip=223.44.177.251, request_id=pyjawn7h5bibso1y, trace_id=0hmgh93zdzyqcoxjcgvamh2c, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:18:30 | INFO | db | Batch processed records=3700 duration_ms=3024 (env=prod, region=us-east-1, ip=81.18.129.95, request_id=642ot050am2ietp6, trace_id=s151q0xyzxs4oypvrchan4ny, ua="PostmanRuntime/7.36.0")
2026-02-01 04:18:51 | INFO | db | Cache miss key=rate:116.86.56.108 (env=prod, region=eu-west-1, ip=116.86.56.108, request_id=u7rd0eraznlmmkbr, trace_id=1mp5k0mn22q2vlftcixnt3fd, ua="PostmanRuntime/7.36.0")
2026-02-01 04:19:26 | WARN | db | High memory usage warning mem=60% (env=prod, region=us-east-1, ip=205.4.50.175, request_id=vo3d0s6cno1ey9yi, trace_id=cvt0utkytgq5vvi5bx483u1e, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:19:34 | ERROR | db | Write operation failed: storage quota exceeded bucket=prod-backups (env=prod, region=us-east-1, ip=146.74.36.185, request_id=ls0zf5ek9y4w6feh, trace_id=fepsrhox77h90zkcq6buiihx, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:20:09 | INFO | db | PUT /users/9426 200 (2019ms) (env=dev, region=ap-southeast-1, ip=210.178.251.183, request_id=qyansiq6muuhhkon, trace_id=5qsw2qnhjvckl5yv0cf1wqbj, ua="curl/8.4.0")
2026-02-01 04:20:13 | INFO | db | User logout success user_id=1993 (env=prod, region=ap-southeast-1, ip=212.39.74.110, request_id=rpi08yfdzbfjd0q8, trace_id=e8m7gx8038g36nlhwysakikx, ua="PostmanRuntime/7.36.0")
2026-02-01 04:20:47 | WARN | db | Queue backlog growing size=3900 (env=prod, region=us-east-1, ip=104.238.217.131, request_id=f20mk0un86jahlkx, trace_id=mbs5t8ifp08l5ugu9xmzb6rf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:20:50 | INFO | db | User login success user_id=9766 (env=staging, region=us-east-1, ip=156.68.5.46, request_id=zyj5rwie81zvmmc4, trace_id=dn06sq0pbdd2d1a8l0d40mi1, ua="curl/8.4.0")
2026-02-01 04:20:59 | INFO | db | Token refreshed user_id=8642 (env=dev, region=me-south-1, ip=15.88.51.96, request_id=cnopiq85qdfme2dq, trace_id=s49ndfujjrt8qw1egnbtqbl1, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:21:03 | INFO | db | User login success user_id=5777 (env=prod, region=eu-west-1, ip=126.189.101.96, request_id=pk7yq06u60jhb89f, trace_id=ne60pokq1och989v9joxbzkh, ua="PostmanRuntime/7.36.0")
2026-02-01 04:21:35 | INFO | db | POST /logout 500 (2180ms) (env=staging, region=me-south-1, ip=218.69.242.40, request_id=777jqistbnoiauo7, trace_id=uepo73hkkqgybz1gr2kjhk9b, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:22:50 | INFO | db | PATCH /notifications/push 201 (2745ms) (env=dev, region=eu-west-1, ip=126.171.222.75, request_id=nxnh7b69it2g1i0a, trace_id=ttnumim58ozy2mkvsxx0m89v, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:22:55 | INFO | db | Batch processed records=1018 duration_ms=427 (env=prod, region=me-south-1, ip=232.172.142.113, request_id=pnbzipabi7h4xg99, trace_id=kih35eru3mvjqha1ink0scb0, ua="curl/8.4.0")
2026-02-01 04:22:58 | INFO | db | Metrics pushed cpu=24% mem=60% (env=prod, region=eu-west-1, ip=41.49.245.10, request_id=qctplo7rrpaj98iv, trace_id=zfbg42s34lt0j079b6t80f0f, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:23:19 | INFO | db | Cache hit key=cart:9394 ttl_s=2676 (env=dev, region=ap-southeast-1, ip=85.219.146.237, request_id=niz7upl8l625jhcz, trace_id=y7u5mnenstkjgtuebalyzjcu, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:23:33 | INFO | db | PATCH /search?q=camera 204 (1921ms) (env=dev, region=ap-southeast-1, ip=143.45.197.140, request_id=ckt8s2mvn1u9flbi, trace_id=zdxyush21y24o2gdosu5xu9q, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:24:57 | INFO | db | Cache hit key=user:3921 ttl_s=2130 (env=prod, region=eu-west-1, ip=199.14.66.203, request_id=abd4f1p7yom3ot37, trace_id=mfjspxkrj7pcj6o9bqbn8e81, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:25:20 | ERROR | db | Payment gateway returned 400 provider=stripe (env=prod, region=me-south-1, ip=37.120.120.127, request_id=naa1x04e6vhslr8f, trace_id=8s6rcwg3sgo24ixfnpdwl19o, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:25:24 | INFO | db | File uploaded id=file_rww5lhdfsf bytes=8389657 (env=prod, region=eu-west-1, ip=162.219.12.34, request_id=tcy2csadz6qd8ltg, trace_id=6lbfg4h9i24ij4hg51lk8yz5, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:25:33 | WARN | db | High memory usage warning mem=87% (env=dev, region=eu-west-1, ip=236.75.161.129, request_id=ddccizmcci196oat, trace_id=ed9bedypngpk5tuuito22o5y, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:25:49 | INFO | db | User login success user_id=8122 (env=prod, region=ap-southeast-1, ip=109.200.22.97, request_id=v16x4ekx68fetc77, trace_id=67wmfq31ji0kz4wtgwxpial8, ua="PostmanRuntime/7.36.0")
2026-02-01 04:25:56 | INFO | db | Config loaded version=1.7.23 (env=prod, region=us-east-1, ip=133.240.105.162, request_id=fgi6bxpbwzzg0atf, trace_id=ors8t9nrofoge0fze5lsj4lg, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:25:58 | INFO | db | User login success user_id=5576 (env=prod, region=us-east-1, ip=134.3.102.136, request_id=y8ygfrxsabukfhc2, trace_id=hr9c64mdlrhp2oe6501fvjcn, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:26:09 | INFO | db | Cache hit key=inv:SKU68966 ttl_s=2508 (env=staging, region=me-south-1, ip=26.124.154.247, request_id=aoblcl8g8dhqi4pf, trace_id=a3a4ue3o3cvuebwjjut1nwhx, ua="PostmanRuntime/7.36.0")
2026-02-01 04:26:39 | INFO | db | Batch processed records=936 duration_ms=586 (env=staging, region=me-south-1, ip=76.87.173.129, request_id=y3c3djva954vgotu, trace_id=kwqicc60p5fbt9mjhukh4x9f, ua="curl/8.4.0")
2026-02-01 04:27:20 | WARN | db | Circuit breaker half-open dependency=kms (env=dev, region=us-east-1, ip=169.98.49.52, request_id=swu629g63awfi05a, trace_id=t59fstpr1s1bkqsrrawryduo, ua="curl/8.4.0")
2026-02-01 04:27:23 | INFO | db | Batch processed records=2283 duration_ms=3100 (env=staging, region=ap-southeast-1, ip=35.206.103.37, request_id=2mfekfw78dxfepip, trace_id=nv1cio7k0l7t0tqx0vk4y2f8, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:27:43 | INFO | db | User logout success user_id=6451 (env=dev, region=eu-west-1, ip=216.55.57.147, request_id=3f6wph0zstpv1kto, trace_id=dq42d7urhksbxjijbrirnip8, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:27:49 | INFO | db | Cache miss key=rate:33.22.11.102 (env=prod, region=ap-southeast-1, ip=33.22.11.102, request_id=2w0i81d2gs8mzfgs, trace_id=kug7bl8hcor52ore750ay6bt, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:28:47 | INFO | db | User logout success user_id=6181 (env=prod, region=eu-west-1, ip=159.181.50.77, request_id=j1sosxv3tmrexwxa, trace_id=bcdbnnxfpo6i2vatvwiqnwdt, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:28:52 | WARN | db | Payment provider latency high (3423ms) (env=staging, region=ap-southeast-1, ip=78.153.36.170, request_id=naut6uzkpnsxxh6t, trace_id=3o9bzbrjy25cdlrfdy3fghcf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:29:04 | ERROR | db | Unhandled exception type=RuntimeError message=permission denied (env=dev, region=us-east-1, ip=161.125.40.88, request_id=hjsgcg9zau0oxceh, trace_id=a77ym3uti2fggrzwtkr8v0l4, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:30:31 | WARN | db | Elevated error rate observed window_s=300 rate=8.8% (env=prod, region=eu-west-1, ip=3.16.36.103, request_id=p56s4yruzorihh4g, trace_id=55ftmcbuwfb1o6vkyz2b27jj, ua="PostmanRuntime/7.36.0")
2026-02-01 04:30:39 | INFO | db | Cache hit key=inv:SKU23705 ttl_s=1385 (env=prod, region=us-east-1, ip=181.82.130.220, request_id=ti9qym6l204tfj20, trace_id=a081hjwcmm9zr9flegiqw7dq, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:31:08 | WARN | db | High memory usage warning mem=72% (env=dev, region=eu-west-1, ip=181.168.118.158, request_id=17ki9kdy0tndciog, trace_id=038iuf5oqhtprn5omepc60q6, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:31:56 | WARN | db | Queue backlog growing size=9281 (env=prod, region=me-south-1, ip=49.84.140.109, request_id=4csw122n1gsc3je2, trace_id=el0i46hpz4pyu8rcwblrvz4u, ua="PostmanRuntime/7.36.0")
2026-02-01 04:32:23 | INFO | db | User logout success user_id=5855 (env=prod, region=ap-southeast-1, ip=164.48.5.45, request_id=d9qa2drbmo7geyk4, trace_id=zyhdudkoncuf9tlyq4fj0210, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:32:25 | INFO | db | Job completed successfully: job=cleanup-sessions duration_ms=414 (env=dev, region=us-east-1, ip=13.183.4.95, request_id=71uh0rvz1ul2duqr, trace_id=wklehxhdpf3qj8edmxezxez1, ua="PostmanRuntime/7.36.0")
2026-02-01 04:32:26 | INFO | db | Config loaded version=5.2.45 (env=prod, region=ap-southeast-1, ip=248.170.47.64, request_id=12con4pzd2ppe6cb, trace_id=kgqo102g75izyumwzac1h9np, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:33:05 | WARN | db | Queue backlog growing size=3484 (env=prod, region=eu-west-1, ip=239.105.62.202, request_id=htckun7km0ywcslh, trace_id=snjpehqteq8ob3vnnrhwaqcr, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:33:45 | ERROR | db | Service dependency not responding dependency=s3 (env=staging, region=eu-west-1, ip=20.50.111.8, request_id=ggc1akosp9o3d63l, trace_id=bj8263voynzdehjuvs4csqp3, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:34:17 | INFO | db | File uploaded id=file_rtv8qbmowu bytes=5162984 (env=prod, region=eu-west-1, ip=107.13.71.45, request_id=uo0z3vt0zvp1otz0, trace_id=xwxtw8qvalicgnu8qi6fi790, ua="curl/8.4.0")
2026-02-01 04:34:34 | ERROR | db | Authentication failed due to invalid token user_id=4968 (env=prod, region=ap-southeast-1, ip=62.182.233.138, request_id=9xfg00722lk63u1w, trace_id=4uhv8n271lc4j8r8t94qm3ky, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 04:34:39 | INFO | db | Config loaded version=3.3.8 (env=prod, region=eu-west-1, ip=159.33.45.217, request_id=v7nctjpurxj2vp3c, trace_id=qwq2cb8m1rh8kekhg3p67sn1, ua="PostmanRuntime/7.36.0")
2026-02-01 04:35:18 | INFO | db | Metrics pushed cpu=74% mem=86% (env=staging, region=eu-west-1, ip=59.146.213.137, request_id=5pwp3078k2mx8jei, trace_id=jmu95pwpqtdeys5vk00uyzs4, ua="PostmanRuntime/7.36.0")
2026-02-01 04:35:55 | INFO | db | Cache hit key=inv:SKU81414 ttl_s=510 (env=dev, region=me-south-1, ip=164.79.35.85, request_id=j85ua4urxcubm77w, trace_id=q3bp9ef5a5lwgt882lujkay7, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:36:16 | ERROR | db | DB timeout while fetching user profile user_id=6023 (env=prod, region=me-south-1, ip=178.247.18.183, request_id=h63b980lcs3mth0s, trace_id=wlcikx66c8ef8gax5ovs433q, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 04:37:30 | INFO | db | Cache miss key=cart:8632 (env=prod, region=ap-southeast-1, ip=132.254.39.131, request_id=uf1azsyhj8d3ed3p, trace_id=flgol5q8hl4u25cct5htc5ua, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 04:37:32 | INFO | db | User login success user_id=4456 (env=staging, region=eu-west-1, ip=45.90.66.240, request_id=bse4imcy2onm159i, trace_id=ae8z8yanikimcu6nmaqudn37, ua="PostmanRuntime/7.36.0")
2026-02-01 04:38:02 | INFO | db | Batch processed records=237 duration_ms=962 (env=prod, region=eu-west-1, ip=212.41.166.57, request_id=unvnyy2hf561xh2x, trace_id=jcprbeggna8awtjwq3rersbj, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 04:38:06 | INFO | db | PUT /files/upload 404 (2784ms) (env=dev, region=us-east-1, ip=155.147.125.127, request_id=73f8zp0dyzzlh8q7, trace_id=7rjqhn959en3dl2hk3p1uiha, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
